kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words,mc_initial,mc_initial_cat,mc_voicing,mc_rhyme,mc_rhyme_cat,mc_grade,mc_openness,mc_tone,mc_is_entering,mc_entering_coda,mc_readings_json,mc_reading_count,mc_reading_source,mc_reading_types,mc_goon_primary,mc_kanon_primary,mc_divergent
此,シ,シ,この|これ|ここ,,これ|ここ,かれこれ|ここ|こちら|こないだ,◆この、これ、それ、その、this、近くのものを指す語、近くにないものを指す語は「彼(ヒ、かの、かれ)」◆こちらの、「彼此(ヒシ、あれとこれ、あちらとこちら)」◆斯(か)くて、則(すなわ)ち、「【禮記注疏(禮記正義):卷六十:大學】…有德此有人有人此有土有土此有財有財此有用…[†「Ａ此Ｂ」は「Ａならば則ちＢ」†]」,上止ヒ七𠤎匕此,止,匕,4h,4,2,6,ci,ci3,c,i3,3,none,0,none,4,"[{""word"": ""此処"", ""kana"": ""ここ""}, {""word"": ""此方"", ""kana"": ""こちら""}, {""word"": ""此間（このあいだ）"", ""kana"": ""こないだ""}, {""word"": ""彼是/彼此"", ""kana"": ""かれこれ""}]",清,齒,次清,支,止,,開,上,0,,"[{""initial"": ""清"", ""initial_category"": ""齒"", ""voicing"": ""次清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""支"", ""rhyme_category"": ""止"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
武,ブ,ブ|ム,たけ,ブ,,ぶき|ぶし|ぶりょく,◆勇ましく猛々(たけだけ)しいさま、穏やかで洗練されているのは「文」◆戦い、戦いに長(た)けているさま◆戦闘や軍事などに関わることに使われる語◆半歩(ハンポ)、片足を前に踏み出して進む距離、1武=3尺、1歩=2武=6尺、同「跬」◆先に行った人が残した足跡(ソクセキ、あしあと)、同「䟼」,二一、丶弋上止武,止,04武-止,4h,4,4,8,wu,wu3,w,u3,3,none,0,none,3,"[{""word"": ""武器"", ""kana"": ""ぶき""}, {""word"": ""武士"", ""kana"": ""ぶし""}, {""word"": ""武力"", ""kana"": ""ぶりょく""}]",明,脣,次濁,虞,遇,,,上,0,,"[{""initial"": ""明"", ""initial_category"": ""脣"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""虞"", ""rhyme_category"": ""遇"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""明"", ""rhyme"": ""虞"", ""tone"": ""上"", ""grade"": null, ""openness"": null}","{""initial"": ""明"", ""rhyme"": ""虞"", ""tone"": ""上"", ""grade"": null, ""openness"": null}",1
歩,ホ,ホ|ブ|フ,ある・く|あゆ・む,ホ,ある・く|あゆ・む,あゆむ|あるく|おうだんほどう|さんぽ|しょほ|しんぽ|じょうほ|とほ|ほこうしゃ|ほちょう|ほどう|もちあるく,◆片足を地に着け止め、残る片足を前に運んで止める、という動作を左右の足で交互に繰り返す、この動作を速く繰り返すことを「走」◆物事が前に進む、またその進み具合◆左右の足を交互に前に踏み出して進む距離、1歩=2跬(2武)=6尺、半歩(ハンポ)は「跬」「武」◆[日]六尺を一辺とする面積の単位、30歩(坪)=1畝、同「坪」 ◆[日](特に儲けの)割合,上止小ノ丿少歩,止,少,4h,4,4,8,bu,bu4,b,u4,4,none,1,-k,12,"[{""word"": ""歩く"", ""kana"": ""あるく""}, {""word"": ""横断歩道"", ""kana"": ""おうだんほどう""}, {""word"": ""散歩"", ""kana"": ""さんぽ""}, {""word"": ""進歩"", ""kana"": ""しんぽ""}, {""word"": ""歩行者"", ""kana"": ""ほこうしゃ""}, {""word"": ""歩道"", ""kana"": ""ほどう""}, {""word"": ""持ち歩く"", ""kana"": ""もちあるく""}, {""word"": ""初歩"", ""kana"": ""しょほ""}, {""word"": ""徒歩"", ""kana"": ""とほ""}, {""word"": ""歩む"", ""kana"": ""あゆむ""}]",並,脣,全濁,模,遇,,,去,0,,"[{""initial"": ""並"", ""initial_category"": ""脣"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""並"", ""rhyme"": ""模"", ""tone"": ""去"", ""grade"": null, ""openness"": null}","{""initial"": ""並"", ""rhyme"": ""模"", ""tone"": ""去"", ""grade"": null, ""openness"": null}",1
歪,ワイ,ワイ|エ,ゆが・む|ひず・む|いびつ,,ゆが・む|ひず・む,ひずむ|ゆがむ,◆正しくない、曲がる、傾(かたむ)く、本来の形や状態と違っている、曲げる、本来の形や状態ではなくなるようにする,不丕一上止正歪,止,丕,4h,4,5,9,wai,wai1,w,ai1,1,none,0,none,2,"[{""word"": ""歪む"", ""kana"": ""ひずむ""}, {""word"": ""歪む"", ""kana"": ""ゆがむ""}]",,,,,,,,,0,,,0,,,,,0
歯,シ,シ,は|よわい,シ,は,しか|は|はいしゃ|はぎれ|はぐるま|はどめ|はみがき|はブラシ|むしば,◆ものを食べるために噛(か)むための器官、噛(か)み砕くための器官 ◆牛馬の年齢、歯の本数で年齢が分かることによる◆人の年齢◆並ぶ、順に従って並ぶ◆は、はへん、部首名,上止米凵上止米歯,齒,,f1,12,0,12,chi,chi3,ch,i3,3,none,0,none,9,"[{""word"": ""歯"", ""kana"": ""は""}, {""word"": ""歯医者"", ""kana"": ""はいしゃ""}, {""word"": ""歯ブラシ"", ""kana"": ""はブラシ""}, {""word"": ""歯磨き"", ""kana"": ""はみがき""}, {""word"": ""歯車"", ""kana"": ""はぐるま""}, {""word"": ""虫歯"", ""kana"": ""むしば""}, {""word"": ""歯科"", ""kana"": ""しか""}, {""word"": ""歯切れ"", ""kana"": ""はぎれ""}, {""word"": ""歯止め"", ""kana"": ""はどめ""}]",昌,齒,次清,之,止,,,上,0,,"[{""initial"": ""昌"", ""initial_category"": ""齒"", ""voicing"": ""次清"", ""openness"": null, ""grade"": null, ""rhyme"": ""之"", ""rhyme_category"": ""止"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
歳,セイ,セイ|サイ,とし,サイ,,かいげつ|さいまつ|はたち|ばんざい|～さい,◆年(とし)、一年、同じ季節が一巡する期間◆年齢、年齢を数える語◆その年の穀物の収穫の具合◆木星、五星(ゴセイ、木星・土星・水星・火星・金星)の一つ,上止厂一、丶弋ノ戈戊一小歳,止,,4h,4,9,13,sui,sui4,s,ui4,4,none,0,none,5,"[{""word"": ""～歳"", ""kana"": ""～さい""}, {""word"": ""二十歳"", ""kana"": ""はたち""}, {""word"": ""万歳"", ""kana"": ""ばんざい""}, {""word"": ""歳末"", ""kana"": ""さいまつ""}, {""word"": ""歳月"", ""kana"": ""かいげつ""}]",,,,,,,,,0,,,0,,,,,0
歴,レキ,レキ|リャク,,レキ,,がくれき|けいれき|りれきしょ|れきし|れきぜん,◆通過点(時・時間や場所・位置など)を通(とお)って行く、また踏み越えて行く、通り過ぎる、経(へ)る、経過(ケイカ)する◆過ぎ去ったこと、通り過ぎたこと◆明らかなさま、はっきりしているさま、「歷歷(レキレキ)」「歷然(レキゼン)」,厂木２林𠩵上止歴,止,𠩵,4h,4,10,14,li,li4,l,i4,4,none,1,-k,5,"[{""word"": ""歴史"", ""kana"": ""れきし""}, {""word"": ""学歴"", ""kana"": ""がくれき""}, {""word"": ""履歴書"", ""kana"": ""りれきしょ""}, {""word"": ""経歴"", ""kana"": ""けいれき""}, {""word"": ""歴然"", ""kana"": ""れきぜん""}]",來,舌,次濁,青,梗,,開,入,1,ク,"[{""initial"": ""來"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""青"", ""rhyme_category"": ""梗"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
死,シ,シ,し・ぬ,シ,し・ぬ,あんらくし|したい|しぬ|しぼう|ひっし,◆細って尽(つ)きる◆精気(セイキ)がなくなる◆動かなくなる、用を成(な)さなくなる◆命が尽きる、天寿(テンジュ、天から授かった寿命)を全(まっと)うすることなく命を失う、天寿を全うしての死を「終」、「【禮記注疏(禮記正義):曲禮下】天子死曰崩諸侯曰薨大夫曰卒士曰不祿庶人曰死」「【周禮注疏:天官冢宰】凡民之有疾病者分而治之死終則各書其所以而入于醫師(《注》少者曰死老者曰終…《疏》…少者則曰死似不得壽終然故曰死老者則曰終謂雖治不愈似得壽終故曰終也…)」◆命を懸(か)ける、「死を賭トす」の意,一タ夕歹ヒ七𠤎匕𡖅死,歹,匕,4i,4,2,6,si,si3,s,i3,3,none,0,none,5,"[{""word"": ""死ぬ"", ""kana"": ""しぬ""}, {""word"": ""死亡"", ""kana"": ""しぼう""}, {""word"": ""必死"", ""kana"": ""ひっし""}, {""word"": ""死体"", ""kana"": ""したい""}, {""word"": ""安楽死"", ""kana"": ""あんらくし""}]",心,齒,全清,脂,止,,開,上,0,,"[{""initial"": ""心"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""脂"", ""rhyme_category"": ""止"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
殆,タイ,タイ|ダイ,あや・うい|ほと・んど,,ほと・んど,ほとんど,◆危(あや)うい◆危うく、すんでところで、もう少しのところで◆～にとても近い、ほぼ～、凡(およ)そ～,一タ夕歹ム厶口台殆,歹,台,4i,4,5,9,dai,dai4,d,ai4,4,none,0,none,1,"[{""word"": ""殆ど"", ""kana"": ""ほとんど""}]",定,舌,全濁,咍,蟹,,,上,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""咍"", ""rhyme_category"": ""蟹"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""咍"", ""tone"": ""上"", ""grade"": null, ""openness"": null}","{""initial"": ""定"", ""rhyme"": ""咍"", ""tone"": ""上"", ""grade"": null, ""openness"": null}",1
殊,シュ,シュ|ジュ|ズ,こと|こと・に,シュ,こと|こと・に,ことさら|ことに|とくしゅ,◆(罪を咎めて)切り殺す、死ぬ◆(それまで繋がっていたものやことを)断(た)つ、絶(た)つ、(それまで続いていたものやことが)絶える◆異(こと)なる、普通でない◆特に、非常に、極めて,一タ夕歹ノ丿二木未朱殊,歹,朱,4i,4,6,10,shu,shu1,sh,u1,1,none,1,-k,3,"[{""word"": ""殊に"", ""kana"": ""ことに""}, {""word"": ""特殊"", ""kana"": ""とくしゅ""}, {""word"": ""殊更"", ""kana"": ""ことさら""}]",常,齒,全濁,虞,遇,,,平,0,,"[{""initial"": ""常"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""虞"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""常"", ""rhyme"": ""虞"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""常"", ""rhyme"": ""虞"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
残,サン,サン|ザン,のこ・る|のこ・り|のこ・す,ザン,のこ・る|のこ・り|のこ・す,いきのこる|いのこる|ざんきん|ざんぎょう|ざんこく|ざんしょ|ざんだか|ざんねん|なごり|なごりおしい|のこす|のこらず|のこり|のこる|むざん,◆傷付ける、害(ガイ)する、壊(こわ)す◆踏(ふ)み付けにする、平気で人に危害を加える◆酷(むご)い◆必要なものを取り除いた余り、必要なものを満たすために不足している分量,一タ夕歹三一、丶弋ノ戈㦮残,歹,㦮,4i,4,6,10,can,can2,c,an2,2,-n,0,none,15,"[{""word"": ""残業"", ""kana"": ""ざんぎょう""}, {""word"": ""残念"", ""kana"": ""ざんねん""}, {""word"": ""残り"", ""kana"": ""のこり""}, {""word"": ""残る"", ""kana"": ""のこる""}, {""word"": ""残す"", ""kana"": ""のこす""}, {""word"": ""残らず"", ""kana"": ""のこらず""}, {""word"": ""生き残る"", ""kana"": ""いきのこる""}, {""word"": ""残酷"", ""kana"": ""ざんこく""}, {""word"": ""残暑"", ""kana"": ""ざんしょ""}, {""word"": ""居残る"", ""kana"": ""いのこる""}]",從,齒,全濁,寒,山,,開,平,0,,"[{""initial"": ""從"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""從"", ""rhyme"": ""寒"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""從"", ""rhyme"": ""寒"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
殖,ショク,ショク|ジキ,ふ・える|ふ・やす,ショク,ふ・える|ふ・やす,はんしょく|ふえる,◆種を植え生まれた芽を大きく育てる、「【玉篇:卷十一:歹部第一百五十:殖】時力切長也生也種也…」「【龍龕手鑑:卷四:歹部第二十二:殖】時力反種也埋也生也」◆子(子孫)や財(財産)が増える、また増やす、「繁殖(ハンショク)」,一タ夕歹十目𥃭Ｌ𠃊直殖,歹,直,4i,4,8,12,zhi,zhi2,zh,i2,2,none,0,none,2,"[{""word"": ""繁殖"", ""kana"": ""はんしょく""}, {""word"": ""殖える"", ""kana"": ""ふえる""}]",常,齒,全濁,蒸,曾,,開,入,1,ク,"[{""initial"": ""常"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""蒸"", ""rhyme_category"": ""曾"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""常"", ""rhyme"": ""蒸"", ""tone"": ""入"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""常"", ""rhyme"": ""蒸"", ""tone"": ""入"", ""grade"": null, ""openness"": ""開""}",1
殴,オウ,オウ|ウ,なぐ・る,,なぐ・る,なぐる,◆鞭(むち)・杖(つえ)・拳(こぶし)などで叩(たた)く、また打ち据(す)える,匚メ㐅区ク刀几ヌ又殳殴,殳,区,4j,4,4,8,ou,ou1,,ou1,1,none,0,none,1,"[{""word"": ""殴る"", ""kana"": ""なぐる""}]",影,喉,全清,侯,流,,,上,0,,"[{""initial"": ""影"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""侯"", ""rhyme_category"": ""流"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
段,タン,タン|ダン,,ダン,,いちだんと|かいだん|かくだん|しゅだん|だん|だんかい|だんだん|だんどり|ねだん|ふだん|ふだんぎ,◆上へ上へと積み重なって層をなしたものの、その一つ一つ◆物事などの区切り、文章などの区切り◆階位、等級,ノＥＦク刀几ヌ又殳段,殳,,4j,4,5,9,duan,duan4,d,uan4,4,-n,0,none,11,"[{""word"": ""階段"", ""kana"": ""かいだん""}, {""word"": ""段々"", ""kana"": ""だんだん""}, {""word"": ""値段"", ""kana"": ""ねだん""}, {""word"": ""普段"", ""kana"": ""ふだん""}, {""word"": ""手段"", ""kana"": ""しゅだん""}, {""word"": ""段階"", ""kana"": ""だんかい""}, {""word"": ""一段と"", ""kana"": ""いちだんと""}, {""word"": ""段"", ""kana"": ""だん""}, {""word"": ""格段"", ""kana"": ""かくだん""}, {""word"": ""段取り"", ""kana"": ""だんどり""}]",定,舌,全濁,寒,山,,合,去,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""寒"", ""tone"": ""去"", ""grade"": null, ""openness"": ""合""}","{""initial"": ""定"", ""rhyme"": ""寒"", ""tone"": ""去"", ""grade"": null, ""openness"": ""合""}",1
殺,サツ,サツ|セツ,そ・ぐ|ころ・す,サツ,そ・ぐ|ころ・す,あんさつ|ころす|さっとう|さっぷうけい|さつじん|そうさい,◆ころ・す、人や動物の生命を奪う、同「𠮁」「煞」「𤋣」「𢼡」「𢿔」「𣪖」「𢽮」「𢽯」「𢽺」「𢽅」「𢾈」「𢽘」「𢽆」「𢼯」「𢼴」「𣪆」「𢁛」「𧤿」「𣀎」「𢿹」◆そ・ぐ、削(けず)る、削(そ)ぎ取る、減らす、勢いを弱める、同「煞」◆甚(はなは)だしく～、極めて～、非常に～、同「煞」◆寒々しいさま、荒(すさ)んでいるさま¶「殺」の偏(ヘン、漢字の左側の部分)は{⿱㐅木}ではなく{⿱㐅朮},メ㐅ホ木杀ク刀几ヌ又殳殺,殳,杀,4j,4,6,10,sha,sha1,sh,a1,1,none,1,-t,6,"[{""word"": ""殺人"", ""kana"": ""さつじん""}, {""word"": ""殺す"", ""kana"": ""ころす""}, {""word"": ""暗殺"", ""kana"": ""あんさつ""}, {""word"": ""殺到"", ""kana"": ""さっとう""}, {""word"": ""殺風景"", ""kana"": ""さっぷうけい""}, {""word"": ""相殺"", ""kana"": ""そうさい""}]",生,齒,全清,皆,蟹,,開,去,0,,"[{""initial"": ""生"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""皆"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""生"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""山"", ""rhyme_category"": ""山"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ツ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
母,ボウ,ボウ|ム|モ|ボ,はは,ボ,はは,おば|そぼ|はは|ぼこう|ぼこく,◆女親(おんなおや)◆子を生み育てる性、雌性(シセイ)、女性◆物事を生み出す元(もと)となるもの、生まれた場所¶別「毋」「毌」,母,毋,,4k,4,1,5,mu,mu3,m,u3,3,none,0,none,6,"[{""word"": ""叔母/伯母"", ""kana"": ""おば""}, {""word"": ""叔母/伯母"", ""kana"": ""おば""}, {""word"": ""母"", ""kana"": ""はは""}, {""word"": ""祖母"", ""kana"": ""そぼ""}, {""word"": ""母校"", ""kana"": ""ぼこう""}, {""word"": ""母国"", ""kana"": ""ぼこく""}]",明,脣,次濁,侯,流,,,上,0,,"[{""initial"": ""明"", ""initial_category"": ""脣"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""侯"", ""rhyme_category"": ""流"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""明"", ""rhyme"": ""侯"", ""tone"": ""上"", ""grade"": null, ""openness"": null}","{""initial"": ""明"", ""rhyme"": ""侯"", ""tone"": ""上"", ""grade"": null, ""openness"": null}",1
毎,バイ,バイ|マイ,ごと,マイ,ごと,まいあさ|まいかい|まいげつ|まいしゅう|まいとし|まいど|まいにち|まいばん|まい～|～ごと,◆草が次々に生え出る◆同じようなこと(同じようなもの)が繰り返されること、またその一つ一つ、各々(おのおの)◆同じように繰り返される時は何時(いつ)も～、また常に～,ノ丿一𠂉母毋毎,毋,𠂉,4k,4,2,6,mei,mei3,m,ei3,3,none,0,none,10,"[{""word"": ""毎～"", ""kana"": ""まい～""}, {""word"": ""毎朝"", ""kana"": ""まいあさ""}, {""word"": ""毎回"", ""kana"": ""まいかい""}, {""word"": ""毎月/まいつき"", ""kana"": ""まいげつ""}, {""word"": ""毎週"", ""kana"": ""まいしゅう""}, {""word"": ""毎年/まいねん"", ""kana"": ""まいとし""}, {""word"": ""毎日"", ""kana"": ""まいにち""}, {""word"": ""毎晩"", ""kana"": ""まいばん""}, {""word"": ""毎度"", ""kana"": ""まいど""}, {""word"": ""～毎"", ""kana"": ""～ごと""}]",明,脣,次濁,灰,蟹,,,上,0,,"[{""initial"": ""明"", ""initial_category"": ""脣"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""灰"", ""rhyme_category"": ""蟹"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""明"", ""initial_category"": ""脣"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""灰"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""明"", ""rhyme"": ""灰"", ""tone"": ""上"", ""grade"": null, ""openness"": null}","{""initial"": ""明"", ""rhyme"": ""灰"", ""tone"": ""上"", ""grade"": null, ""openness"": null}",1
毒,トク,トク|ドク|タイ|ダイ,,ドク,,きのどく|しょうどく|ちゅうどく|どく,◆生命や健康に害を及ぼす、またそうしたもの◆禍(わざわい)や苦しみを齎(もたら)す、またそうしたもの◆酷(ひど)い,十二三土龶母毋毒,毋,龶,4k,4,4,8,du,du2,d,u2,2,none,1,-k,4,"[{""word"": ""気の毒"", ""kana"": ""きのどく""}, {""word"": ""毒"", ""kana"": ""どく""}, {""word"": ""消毒"", ""kana"": ""しょうどく""}, {""word"": ""中毒"", ""kana"": ""ちゅうどく""}]",定,舌,全濁,冬,通,,,入,1,ク,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""冬"", ""rhyme_category"": ""通"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""冬"", ""tone"": ""入"", ""grade"": null, ""openness"": null}","{""initial"": ""定"", ""rhyme"": ""冬"", ""tone"": ""入"", ""grade"": null, ""openness"": null}",1
比,ヒ,ヒ|ビ,くら・べる|なら・ぶ|たぐい|ころ,ヒ,くら・べる,くらべる|たいひ|ひかく|ひかくてき|ひする|ひりつ|ひれい,◆同様・同等のものが並ぶ、並べる、「比肩(ヒケン)」◆類(たぐい)、性格・性質が共通しているもの、またその集まり◆(同様・同等のものを)並べて大小・長短・優劣・多少などを較(くら)べる、また違いを調べる、「比較(ヒカク)」◆集団(同様・同等のものの集まり)の構成要素それぞれの割合(わりあい)、「比率(ヒリツ)」◆例(たと)える、他の同じようなものを例に挙げて譬(たと)える、「比喩(ヒユ)」◆頻(しき)り、同じように繰り返すこと、「比比(ヒヒ、頻りに、繰り返し)」「比年(ヒネン、毎年)」◆この頃、近頃(ちかごろ)◆くらべる、ならびひ、部首名,ヒ𠤎匕２比,比,,4l,4,0,4,bi,bi3,b,i3,3,none,0,none,7,"[{""word"": ""比べる"", ""kana"": ""くらべる""}, {""word"": ""比較"", ""kana"": ""ひかく""}, {""word"": ""比較的"", ""kana"": ""ひかくてき""}, {""word"": ""比率"", ""kana"": ""ひりつ""}, {""word"": ""比例"", ""kana"": ""ひれい""}, {""word"": ""対比"", ""kana"": ""たいひ""}, {""word"": ""比する"", ""kana"": ""ひする""}]",,,,,,,,,0,,,0,,,,,0
毛,ボウ,ボウ|モウ|モ,け,モウ|モ,け,かみのけ|け|けいと|けがわ|まつげ|まゆげ|もうふ|ようもう,◆生物の表皮に生える細長い糸状のもの◆細長いものがたくさんあるさま、細く弱々しいさま◆草木が生え出る◆草木や穀物が生える、また草木や穀物◆粗末なさま◆[日]千分の一、10の-3乗、ミリmilli、中国では「毫(ゴウ)」が用いられる◆け、部首名,毛,毛,,4m,4,0,4,mao,mao2,m,ao2,2,none,0,none,8,"[{""word"": ""髪の毛"", ""kana"": ""かみのけ""}, {""word"": ""毛"", ""kana"": ""け""}, {""word"": ""睫毛"", ""kana"": ""まつげ""}, {""word"": ""毛糸"", ""kana"": ""けいと""}, {""word"": ""毛皮"", ""kana"": ""けがわ""}, {""word"": ""毛布"", ""kana"": ""もうふ""}, {""word"": ""羊毛"", ""kana"": ""ようもう""}, {""word"": ""眉毛"", ""kana"": ""まゆげ""}]",明,脣,次濁,豪,效,,,平,0,,"[{""initial"": ""明"", ""initial_category"": ""脣"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""豪"", ""rhyme_category"": ""效"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""明"", ""initial_category"": ""脣"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""豪"", ""rhyme_category"": ""效"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""明"", ""rhyme"": ""豪"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""明"", ""rhyme"": ""豪"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
毟,サ,サ|シャ,むし・る,,むし・る,むしる,◆「𣮫毟(ケサ、kāṣāya[梵]の音写)」、僧侶の衣服、一枚の布を左肩に掛け右脇の下から体全体を巻き包むように着る、同「毠㲚」「袈裟」、「【通雅:卷三十六:衣服】…應法師舊作𣮫毟葛洪改袈裟具云迦羅沙曳此云不正色」◆[日]毛を摘(つま)んで引き抜く,小ノ丿少毛毟,毛,少,4m,4,4,8,lie,lie3,l,ie3,3,none,0,none,1,"[{""word"": ""毟る"", ""kana"": ""むしる""}]",,,,,,,,,0,,,0,,,,,0
