kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words,mc_initial,mc_initial_cat,mc_voicing,mc_rhyme,mc_rhyme_cat,mc_grade,mc_openness,mc_tone,mc_is_entering,mc_entering_coda,mc_readings_json,mc_reading_count,mc_reading_source,mc_reading_types,mc_goon_primary,mc_kanon_primary,mc_divergent
噌,ソウ,ソウ|ショウ,,,,みそ|みそしる,◆「噌吰(ソウコウ)」◇鐘(かね)の音◇大勢の大きく賑(にぎ)やかな声◆「泓噌(オウソウ)」、大きな声が辺りに広がるさま、「【康熙字典:丑集上:口部:噌】又慈陵切音繒泓噌空囂意」「【晉書:列傳第六十二】空囂者以泓噌為雅量[†「囂」は「大きな声」、「雅量」は「度量が大きく広い」の意†]」,口ハ八ソ丷日曰曾噌,口,曾,31,3,12,15,ceng,ceng1,c,eng1,1,-ng,0,none,2,"[{""word"": ""味噌汁"", ""kana"": ""みそしる""}, {""word"": ""味噌"", ""kana"": ""みそ""}]",初,齒,次清,耕,梗,,開,平,0,,"[{""initial"": ""初"", ""initial_category"": ""齒"", ""voicing"": ""次清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""耕"", ""rhyme_category"": ""梗"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""初"", ""rhyme"": ""耕"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""初"", ""rhyme"": ""耕"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
噛,ゴウ,ゴウ|ギョウ|ゲツ|ゲチ|コウ,か・む,,か・む,かむ,◆歯で咬(か)む、齧(かじ)る、同「齧」,口上止米歯噛,口,歯,31,3,12,15,nie,nie4,n,ie4,4,none,1,-t,1,"[{""word"": ""噛む"", ""kana"": ""かむ""}]",,,,,,,,,0,,,0,,,,,0
器,キ,キ,うつわ,キ,,じゅわき|ようき,◆入れもの、(周りや底を囲って)中にものを入れるためのもの、「食器(ショッキ)」◆中に入る量、ものを受け入れることができる量、入れ物の大きさ、「器量(キリョウ)」◆ある用途のために形作られたもの、道具、用具、「器具(キグ)」「器械(キカイ)」「楽器(ガッキ)」,口４大器,口,,31,3,12,15,qi,qi4,q,i4,4,none,1,-k,2,"[{""word"": ""受話器"", ""kana"": ""じゅわき""}, {""word"": ""容器"", ""kana"": ""ようき""}]",,,,,,,,,0,,,0,,,,,0
四,シ,シ,よ|よん|よ・つ,シ,よ|よ・つ,しかく|しかくい|しき|よっか|よっつ,◆数の名、四番目の数 ◆東西南北・前後左右など周りの全て,囗ノ丿Ｌ乚儿四,囗,儿,32,3,2,5,si,si4,s,i4,4,none,1,-k,5,"[{""word"": ""四日"", ""kana"": ""よっか""}, {""word"": ""四つ"", ""kana"": ""よっつ""}, {""word"": ""四角"", ""kana"": ""しかく""}, {""word"": ""四角い"", ""kana"": ""しかくい""}, {""word"": ""四季"", ""kana"": ""しき""}]",心,齒,全清,脂,止,,開,去,0,,"[{""initial"": ""心"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""脂"", ""rhyme_category"": ""止"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
回,カイ,カイ|エ,まわ・る|まわ・す|まわ・り|かえ・る|かえ・す|めぐ・る,カイ,まわ・る|まわ・す|まわ・り,こんかい|じかい|まいかい|まわる|～かい,◆円を描(えが)くように動く、一周して(一巡して)元に戻る、同「廻」「迴」、「回復(カイフク)」「回帰(カイキ)」◆元に戻す、元に返す、「回答(カイトウ)」◆(首を回して)振り返る、「回顧(カイコ)」◆周りを囲(かこ)む◆背(せ)を向ける、背(そむ)く、違(たが)える、同「違」◆同じことが繰り返される物事の数、同「度」,囗口回,囗,口,32,3,3,6,hui,hui2,h,ui2,2,none,0,none,5,"[{""word"": ""～回"", ""kana"": ""～かい""}, {""word"": ""毎回"", ""kana"": ""まいかい""}, {""word"": ""今回"", ""kana"": ""こんかい""}, {""word"": ""次回"", ""kana"": ""じかい""}, {""word"": ""回る"", ""kana"": ""まわる""}]",匣,喉,全濁,灰,蟹,,,平,0,,"[{""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""灰"", ""rhyme_category"": ""蟹"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""匣"", ""rhyme"": ""灰"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""匣"", ""rhyme"": ""灰"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
因,イン,イン,よ・る|ちな・む,イン,,げんいん,◆基(もと)づく、土台となるものの上に順々に積み重なっていく◆物事がそうなるに至った理由や事情、「全て物事は基となるものに様々な物事が繋がり積み重なった結果」の意◆繋がり、縁(えん)、引き継ぐ◆ちな・む、～に依る、～に繋がる、～に関連する,口囗大因,囗,大,32,3,3,6,yin,yin1,y,in1,1,-n,0,none,1,"[{""word"": ""原因"", ""kana"": ""げんいん""}]",,,,,,,,,0,,,0,,,,,0
団,タン,タン|ダン|トン,,トン,,ふとん,◆集まって一つになる、集まって円状の塊(かたまり)になる、一つに纏(まと)まる◆同じものが寄せ集まる、また寄せ集まって塊となったもの、「集団」「団体」,口囗十、丶寸団,囗,寸,32,3,3,6,tuan,tuan2,t,uan2,2,-n,0,none,1,"[{""word"": ""布団"", ""kana"": ""ふとん""}]",定,舌,全濁,寒,山,,合,平,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""寒"", ""tone"": ""平"", ""grade"": null, ""openness"": ""合""}","{""initial"": ""定"", ""rhyme"": ""寒"", ""tone"": ""平"", ""grade"": null, ""openness"": ""合""}",1
困,コン,コン,こま・る,,こま・る,こまる,◆周りを囲まれていて手足の伸ばしようがない◆行き詰まる、身動きができない、苦しむ◆門や入り口の扉がそれ以上外に開かないようにするための杭(くい)、また門や入り口の地上部に渡した敷居(しきい)、同「梱」「閫」◆繁「睏」,口囗木困,囗,木,32,3,4,7,kun,kun4,k,un4,4,-n,0,none,1,"[{""word"": ""困る"", ""kana"": ""こまる""}]",溪,牙,次清,魂,臻,,,去,0,,"[{""initial"": ""溪"", ""initial_category"": ""牙"", ""voicing"": ""次清"", ""openness"": null, ""grade"": null, ""rhyme"": ""魂"", ""rhyme_category"": ""臻"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
図,ト,ト|ズ,はか・る,ト|ズ,,ちず|としょかん,◆四角い紙などに地形やものの形やその様相などを描く、また描いたもの◆はか・る、事に先立って案を作る、計画する,口囗ツメ図,囗,,32,3,4,7,tu,tu2,t,u2,2,none,1,-k,2,"[{""word"": ""地図"", ""kana"": ""ちず""}, {""word"": ""図書館"", ""kana"": ""としょかん""}]",定,舌,全濁,模,遇,,,平,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""模"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""定"", ""rhyme"": ""模"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
固,コ,コ|ク,かた・い|かた・まる|もと・より,コ,かた・い|かた・まる,かたい|がんこ,◆(周りを囲まれていて)形・位置・状態が変わらない(変えない)、同じ形・位置・状態が枠内に収まっている(収める)、「固定(コテイ)」◆もと・より、元来(ガンライ)、本来(ホンライ)、元々(もともと)、ことの起こりから、初めから、「同じ状態が変化せずに継続している」の意¶「堅」「硬」,囗十口古固,囗,古,32,3,5,8,gu,gu4,g,u4,4,none,1,-k,2,"[{""word"": ""固い"", ""kana"": ""かたい""}, {""word"": ""頑固"", ""kana"": ""がんこ""}]",見,牙,全清,模,遇,,,去,0,,"[{""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
国,コク,コク,くに,コク,くに,かんこくご|がいこく|がいこくご|がいこくじん|きこく|くに|こくがい|こくご|こくさい|こくど|こくない|ぜんこく|ちゅうごくご,◆主権者の支配が及ぶ範囲、土地や人や政治体制などを含む概念で古くは君主から与えられた領地、「王(権力者)の勢力が及ぶ範囲(囗)」の意,口囗王、丶玉国,囗,玉,32,3,5,8,guo,guo2,g,uo2,2,none,1,-k,13,"[{""word"": ""外国"", ""kana"": ""がいこく""}, {""word"": ""外国語"", ""kana"": ""がいこくご""}, {""word"": ""外国人"", ""kana"": ""がいこくじん""}, {""word"": ""帰国"", ""kana"": ""きこく""}, {""word"": ""国"", ""kana"": ""くに""}, {""word"": ""韓国語"", ""kana"": ""かんこくご""}, {""word"": ""国外"", ""kana"": ""こくがい""}, {""word"": ""国語"", ""kana"": ""こくご""}, {""word"": ""国際"", ""kana"": ""こくさい""}, {""word"": ""国土"", ""kana"": ""こくど""}]",見,牙,全清,登,曾,,合,入,1,ク,"[{""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""登"", ""rhyme_category"": ""曾"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
園,エン,エン|オン,その,エン,,えんちょう|こうえん|ていえん|どうぶつえん|ゆうえんち|ようちえん,◆周りを垣や柵などで囲った(樹木・果樹などの)畑、「【說文解字:囗部:園】所以樹果也」◆周りを垣や柵などで囲った広い庭、またそのような庭のある邸宅、またそのような場所◆高く土を盛った王やその家族の墓◆簡「园」,口囗土士口𠮷吉ノ丿２レ𧘇衣袁園,囗,袁,32,3,10,13,yuan,yuan2,y,uan2,2,-n,0,none,6,"[{""word"": ""園長"", ""kana"": ""えんちょう""}, {""word"": ""公園"", ""kana"": ""こうえん""}, {""word"": ""幼稚園"", ""kana"": ""ようちえん""}, {""word"": ""庭園"", ""kana"": ""ていえん""}, {""word"": ""動物園"", ""kana"": ""どうぶつえん""}, {""word"": ""遊園地"", ""kana"": ""ゆうえんち""}]",云,喉,次濁,元,臻,,合,平,0,,"[{""initial"": ""云"", ""initial_category"": ""喉"", ""voicing"": ""次濁"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""元"", ""rhyme_category"": ""臻"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
土,ト,ト|ツ|ド,つち,ド,,おみやげ|こくど|どよう|どようび|みやげ,◆泥や細かい砂などから成るもの◆生(セイ)あるものを生み出すもの、「【說文解字:巻一三下:土部:土】地之吐生物者也二象地之下地之中物出形」◆地に根差したもの、その地に根差したもの◆五行(木・火・土・金・水)の一つ ◆つち、部首名,土,土,,33,3,0,3,tu,tu3,t,u3,3,none,0,none,5,"[{""word"": ""土曜日"", ""kana"": ""どようび""}, {""word"": ""お土産"", ""kana"": ""おみやげ""}, {""word"": ""国土"", ""kana"": ""こくど""}, {""word"": ""土曜"", ""kana"": ""どよう""}, {""word"": ""土産"", ""kana"": ""みやげ""}]",透,舌,次清,模,遇,,,上,0,,"[{""initial"": ""透"", ""initial_category"": ""舌"", ""voicing"": ""次清"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""通用"", ""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""模"", ""tone"": ""上"", ""grade"": null, ""openness"": null}","{""initial"": ""定"", ""rhyme"": ""模"", ""tone"": ""上"", ""grade"": null, ""openness"": null}",1
在,サイ,サイ|ザイ,あ・る|いま・す,ザイ,,ざいこ,◆そこに居(い)る、同じ状態で一定のところに留(とど)まっている、またその場所◆～に於(お)いて、～(場所)で(at),ナ𠂇Ｉ｜丨土在,土,03在-土,33,3,3,6,zai,zai4,z,ai4,4,none,0,none,1,"[{""word"": ""在庫"", ""kana"": ""ざいこ""}]",從,齒,全濁,咍,蟹,,,上,0,,"[{""initial"": ""從"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""咍"", ""rhyme_category"": ""蟹"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""從"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""咍"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""從"", ""rhyme"": ""咍"", ""tone"": ""上"", ""grade"": null, ""openness"": null}","{""initial"": ""從"", ""rhyme"": ""咍"", ""tone"": ""上"", ""grade"": null, ""openness"": null}",1
地,チ,チ|ジ,つち,チ|ジ,,じしん|ちかてつ|ちきゅう|ちず|ちり|ゆうえんち|～ばんち,◆重い陰気が(下に沈み)集まるところ、万物が居並ぶ(存在する)ところ、軽い陽気が(上に浮き)集まるところを「天(テン)」、「【說文解字注:土部:地】元气初分輕清陽爲天重濁侌爲地萬物所陳𠛱也…」◆(「天」に対する語で)下にあるもの、足元に広がっているところ、天に覆(おお)われているところ◆ものを下から支えているもの、ものの拠(よ)りどころになるもの、またそのような場所◆海や川などの水がある所を除いた部分、土が露(あら)わになっているところ(水に覆われていないところ)、陸,土せ也地,土,也,33,3,3,6,di,di4,d,i4,4,none,1,-k,7,"[{""word"": ""地震"", ""kana"": ""じしん""}, {""word"": ""地下鉄"", ""kana"": ""ちかてつ""}, {""word"": ""地図"", ""kana"": ""ちず""}, {""word"": ""地球"", ""kana"": ""ちきゅう""}, {""word"": ""地理"", ""kana"": ""ちり""}, {""word"": ""～番地"", ""kana"": ""～ばんち""}, {""word"": ""遊園地"", ""kana"": ""ゆうえんち""}]",定,舌,全濁,脂,止,,開,去,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""脂"", ""rhyme_category"": ""止"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""脂"", ""tone"": ""去"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""定"", ""rhyme"": ""脂"", ""tone"": ""去"", ""grade"": null, ""openness"": ""開""}",1
坂,ハン,ハン|ホン|バン,さか,,さか,さか,◆傾斜した地形、傾斜した道、同「岅」「坡」「陂」「岥」◆土手、堤(つつみ)、同「坡」「陂」、「【說文解字:𨸏部:阪】坡者曰阪一曰澤障一曰山脅也」,土厂ヌ又反坂,土,反,33,3,4,7,ban,ban3,b,an3,3,-n,0,none,1,"[{""word"": ""坂"", ""kana"": ""さか""}]",幫,脣,全清,元,臻,,,上,0,,"[{""initial"": ""幫"", ""initial_category"": ""脣"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""元"", ""rhyme_category"": ""臻"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
坊,ホウ,ホウ|ボウ,,ボウ,,あかんぼう|ねぼう,◆市街を区画(クカク)する道、街巷(ガイコウ)、里巷(リコウ)◆市街の道で区切られた区画◆住まい、住居、同「房」「𠩝」◆防(ふせ)ぐ、遮(さえぎ)る、同「防」◆[日]僧侶(ソウリョ)、「坊主(ぼうず)」◆[日]男児を親しんで呼ぶ語、「坊ちゃん」◆[日]親しみ或いは嘲(あざけ)りを込めて「～な人」,土亠万方坊,土,方,33,3,4,7,fang,fang1,f,ang1,1,-ng,0,none,2,"[{""word"": ""赤ん坊"", ""kana"": ""あかんぼう""}, {""word"": ""寝坊"", ""kana"": ""ねぼう""}]",並,脣,全濁,陽,宕,,,平,0,,"[{""initial"": ""並"", ""initial_category"": ""脣"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""幫"", ""initial_category"": ""脣"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""呉/漢異"", ""通用""]","{""initial"": ""並"", ""rhyme"": ""陽"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""並"", ""rhyme"": ""陽"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
型,ケイ,ケイ|ギョウ,かた,ケイ,,おおがた|ぶんけい,◆これから作ろうとする物の形に作ったもの、溶かした金属を流し入れて目的の形に造るためのもの、「鋳型(いがた)」、木製は「模」、竹製は「範」◆模範(モハン)、手本、基本や標準になる形、様式、タイプtype,一ノ丿ナ十２廾二开リ刂刑土型,土,刑,33,3,6,9,xing,xing2,x,ing2,2,-ng,0,none,2,"[{""word"": ""大型"", ""kana"": ""おおがた""}, {""word"": ""文型"", ""kana"": ""ぶんけい""}]",匣,喉,全濁,青,梗,,開,平,0,,"[{""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""青"", ""rhyme_category"": ""梗"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""匣"", ""rhyme"": ""青"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""匣"", ""rhyme"": ""青"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
堂,トウ,トウ|ドウ,,ドウ,,こうどう|しょくどう,◆賓客の接待や重要な行事などに使われる最も正式な建物、高く大きな建物、重要な建物、どちらも南向きで前が大きく開けているものをいう◆政(まつりごと)や祭礼を行うための高く大きな建物、また広い部屋◆大きく立派で威厳のあるさま◆「北堂(ホクドウ)」◇母、母親、主(あるじ)は主殿(南に大きく開けた建物)に住み、母(主婦)はその北側の建物に住んだことから◇他人の母(はは)を指す尊敬語◆「堂上(ドウジョウ)」◇目上の人が住むところ、またそこに住む人◇父母が住むところ、父母◇[日]宮中で昇殿を許された人,ソ丷ハ八小ワ冖龸冂口冋尙尚土堂,土,尚,33,3,8,11,tang,tang2,t,ang2,2,-ng,0,none,2,"[{""word"": ""食堂"", ""kana"": ""しょくどう""}, {""word"": ""講堂"", ""kana"": ""こうどう""}]",定,舌,全濁,唐,宕,,開,平,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""唐"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""唐"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""定"", ""rhyme"": ""唐"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
堅,ケン,ケン,かた・い,,かた・い,かたい,◆しっかりしている、しっかりしていて揺(ゆ)るがない、また緩(ゆる)まない¶「固」「硬」,匚コ巨臣ヌ又臤土堅,土,臤,33,3,9,12,jian,jian1,j,ian1,1,-n,0,none,1,"[{""word"": ""堅い"", ""kana"": ""かたい""}]",見,牙,全清,先,山,,開,平,0,,"[{""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""先"", ""rhyme_category"": ""山"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
報,ホウ,ホウ|ホ,むく・い|むく・いる|しら・せ,ホウ|ホ,,じょうほう|てんきよほう|でんぽう|ほうこく|ほうれんそう,◆相手から受けた物事に対して相応(ソウオウ)の物事で返す、相手に与えた物事に対して相応の物事が返ってくる、罪科の程度に相応する罰を与える(「罪を犯せば相応の罰が返ってくる」の意)◆受けた命令や指示の結果を伝える、回答する、返答する◆しら・せ、知らせる、伝える,土ソ丷一䒑二十干𢆉幸Ｉ｜丨フ𠃌卩ヌ又𠬝報,土,,33,3,9,12,bao,bao4,b,ao4,4,none,0,none,5,"[{""word"": ""情報"", ""kana"": ""じょうほう""}, {""word"": ""天気予報"", ""kana"": ""てんきよほう""}, {""word"": ""電報"", ""kana"": ""でんぽう""}, {""word"": ""報告"", ""kana"": ""ほうこく""}, {""word"": ""法蓮草/報連相"", ""kana"": ""ほうれんそう""}]",幫,脣,全清,豪,效,,,去,0,,"[{""initial"": ""幫"", ""initial_category"": ""脣"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""豪"", ""rhyme_category"": ""效"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": ""博秏"", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
場,チョウ,チョウ|ジョウ,ば,チョウ|ジョウ,ば,うりば|うんどうじょう|かいじょう|こうじょう|こうじょうちょう|ちゅうしゃじょう|ばあい|ばしょ|ひこうじょう,◆(日当たりのよい、収穫した穀物の乾燥・脱穀などをする、また多くの人やものが集まる)広く平らなところ、「広場」、同「塲」◆一段と高くし上を平らに作ったところ、台状になっているところ、「壇場(ダンジョウ)」◆祭事や行事が行われるところ、人が集まるところ、同「㙊」、「会場」「市場」◆ところ、所、「場所」◆アリ(蟻)やモグラ(土竜)などが作った土盛り、同「𤳈」、「【集韻:卷三:平聲:陽第十:塲場𤳈𧐀】方言蚍蜉犂鼠之塲謂之坁塲一曰浮壤或作場𤳈𧐀」,土日一旦万ノ丿𠃌勹２３勿昜場,土,昜,33,3,9,12,chang,chang3,ch,ang3,3,-ng,0,none,9,"[{""word"": ""売り場"", ""kana"": ""うりば""}, {""word"": ""運動場"", ""kana"": ""うんどうじょう""}, {""word"": ""会場"", ""kana"": ""かいじょう""}, {""word"": ""工場"", ""kana"": ""こうじょう""}, {""word"": ""工場長"", ""kana"": ""こうじょうちょう""}, {""word"": ""駐車場"", ""kana"": ""ちゅうしゃじょう""}, {""word"": ""場合"", ""kana"": ""ばあい""}, {""word"": ""場所"", ""kana"": ""ばしょ""}, {""word"": ""飛行場"", ""kana"": ""ひこうじょう""}]",澄,舌,全濁,陽,宕,,開,平,0,,"[{""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""澄"", ""rhyme"": ""陽"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""澄"", ""rhyme"": ""陽"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
塗,ト,ト|ズ,ぬ・る|まみ・れる,,ぬ・る,ぬる,◆泥(どろ)◆ものの表面に泥や絵具などの粘土状のものを平らに延ばすようにして付着させる、また付着させて平らにする、また付着させて表面を覆う、同簡「涂」◆泥で汚(よご)す、汚(けが)す◆平らに均(なら)した道、同「途」◆簡「涂」,シ氵人𠆢二小余涂土塗,土,涂,33,3,10,13,tu,tu2,t,u2,2,none,1,-k,1,"[{""word"": ""塗る"", ""kana"": ""ぬる""}]",定,舌,全濁,模,遇,,,平,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": ""二"", ""rhyme"": ""麻"", ""rhyme_category"": ""假"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""模"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""定"", ""rhyme"": ""模"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
