kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words,mc_initial,mc_initial_cat,mc_voicing,mc_rhyme,mc_rhyme_cat,mc_grade,mc_openness,mc_tone,mc_is_entering,mc_entering_coda,mc_readings_json,mc_reading_count,mc_reading_source,mc_reading_types,mc_goon_primary,mc_kanon_primary,mc_divergent
土,ト,ト|ツ|ド,つち,ド,,どようび,◆泥や細かい砂などから成るもの◆生(セイ)あるものを生み出すもの、「【說文解字:巻一三下:土部:土】地之吐生物者也二象地之下地之中物出形」◆地に根差したもの、その地に根差したもの◆五行(木・火・土・金・水)の一つ ◆つち、部首名,土,土,,33,3,0,3,tu,tu3,t,u3,3,none,0,none,1,"[{""word"": ""土曜日"", ""kana"": ""どようび""}]",透,舌,次清,模,遇,,,上,0,,"[{""initial"": ""透"", ""initial_category"": ""舌"", ""voicing"": ""次清"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""模"", ""rhyme_category"": ""遇"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""通用"", ""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""模"", ""tone"": ""上"", ""grade"": null, ""openness"": null}","{""initial"": ""定"", ""rhyme"": ""模"", ""tone"": ""上"", ""grade"": null, ""openness"": null}",1
地,チ,チ|ジ,つち,チ|ジ,,じしん|ちかてつ|ちず,◆重い陰気が(下に沈み)集まるところ、万物が居並ぶ(存在する)ところ、軽い陽気が(上に浮き)集まるところを「天(テン)」、「【說文解字注:土部:地】元气初分輕清陽爲天重濁侌爲地萬物所陳𠛱也…」◆(「天」に対する語で)下にあるもの、足元に広がっているところ、天に覆(おお)われているところ◆ものを下から支えているもの、ものの拠(よ)りどころになるもの、またそのような場所◆海や川などの水がある所を除いた部分、土が露(あら)わになっているところ(水に覆われていないところ)、陸,土せ也地,土,也,33,3,3,6,di,di4,d,i4,4,none,1,-k,3,"[{""word"": ""地震"", ""kana"": ""じしん""}, {""word"": ""地下鉄"", ""kana"": ""ちかてつ""}, {""word"": ""地図"", ""kana"": ""ちず""}]",定,舌,全濁,脂,止,,開,去,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""脂"", ""rhyme_category"": ""止"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""脂"", ""tone"": ""去"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""定"", ""rhyme"": ""脂"", ""tone"": ""去"", ""grade"": null, ""openness"": ""開""}",1
堂,トウ,トウ|ドウ,,ドウ,,しょくどう,◆賓客の接待や重要な行事などに使われる最も正式な建物、高く大きな建物、重要な建物、どちらも南向きで前が大きく開けているものをいう◆政(まつりごと)や祭礼を行うための高く大きな建物、また広い部屋◆大きく立派で威厳のあるさま◆「北堂(ホクドウ)」◇母、母親、主(あるじ)は主殿(南に大きく開けた建物)に住み、母(主婦)はその北側の建物に住んだことから◇他人の母(はは)を指す尊敬語◆「堂上(ドウジョウ)」◇目上の人が住むところ、またそこに住む人◇父母が住むところ、父母◇[日]宮中で昇殿を許された人,ソ丷ハ八小ワ冖龸冂口冋尙尚土堂,土,尚,33,3,8,11,tang,tang2,t,ang2,2,-ng,0,none,1,"[{""word"": ""食堂"", ""kana"": ""しょくどう""}]",定,舌,全濁,唐,宕,,開,平,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""唐"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""唐"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""定"", ""rhyme"": ""唐"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
場,チョウ,チョウ|ジョウ,ば,ジョウ,ば,うりば|うんどうじょう,◆(日当たりのよい、収穫した穀物の乾燥・脱穀などをする、また多くの人やものが集まる)広く平らなところ、「広場」、同「塲」◆一段と高くし上を平らに作ったところ、台状になっているところ、「壇場(ダンジョウ)」◆祭事や行事が行われるところ、人が集まるところ、同「㙊」、「会場」「市場」◆ところ、所、「場所」◆アリ(蟻)やモグラ(土竜)などが作った土盛り、同「𤳈」、「【集韻:卷三:平聲:陽第十:塲場𤳈𧐀】方言蚍蜉犂鼠之塲謂之坁塲一曰浮壤或作場𤳈𧐀」,土日一旦万ノ丿𠃌勹２３勿昜場,土,昜,33,3,9,12,chang,chang3,ch,ang3,3,-ng,0,none,2,"[{""word"": ""売り場"", ""kana"": ""うりば""}, {""word"": ""運動場"", ""kana"": ""うんどうじょう""}]",澄,舌,全濁,陽,宕,,開,平,0,,"[{""initial"": ""澄"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""陽"", ""rhyme_category"": ""宕"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""澄"", ""rhyme"": ""陽"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""澄"", ""rhyme"": ""陽"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
塩,エン,エン,しお,,しお,しお,◆海水などに含まれる苦く辛い成分が結晶化したもの、土中の塩分が結晶化した天然のものは「鹵」◆五味(甘・酸・鹹・苦・辛)の一つ,土ノ丿一𠂉口皿塩,土,10塩-土,33,3,10,13,yan,yan2,y,an2,2,-n,0,none,1,"[{""word"": ""塩"", ""kana"": ""しお""}]",以,喉,次濁,鹽,咸,,,平,0,,"[{""initial"": ""以"", ""initial_category"": ""喉"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""鹽"", ""rhyme_category"": ""咸"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
声,セイ,セイ|ショウ,こえ|こわ,,こえ,こえ,◆磬(ケイ、石また玉製の打楽器)、またその音◆人や動物が口から発する音、一般には高低強弱などの抑揚がある音が連続し全体として意味を持つものを指す、意味をなさないものを「音」◆音を出して意思を伝える◆耳に届いて来る評判◆漢字の読みの最初の子音、「声母(セイボ)」「頭子音(トウシイン)」、「聲」の読み[shēng]の[sh]を「声」、[ēng]を「韻母(インボ)」、[ē]の上の記号は「声調(セイチョウ、アクセントaccent)」という¶「声」は「聲」の省画字,土士コノ丿𠃜声,士,𠃜,34,3,4,7,sheng,sheng1,sh,eng1,1,-ng,0,none,1,"[{""word"": ""声"", ""kana"": ""こえ""}]",書,齒,全清,清,梗,,開,平,0,,"[{""initial"": ""書"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""清"", ""rhyme_category"": ""梗"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""書"", ""rhyme"": ""清"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""書"", ""rhyme"": ""清"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
売,バイ,バイ|メ|マイ,う・る,バイ,う・る,うりば|うる|ばいてん,◆相手が欲しいと思っているものを渡して金銭(対価)を得る、金銭(対価)を渡して欲しいものを得るのは「買」,土士ワ冖ノ丿Ｌ乚儿㓁売,士,㓁,34,3,4,7,mai,mai4,m,ai4,4,none,0,none,3,"[{""word"": ""売り場"", ""kana"": ""うりば""}, {""word"": ""売る"", ""kana"": ""うる""}, {""word"": ""売店"", ""kana"": ""ばいてん""}]",明,脣,次濁,佳,蟹,,,去,0,,"[{""initial"": ""明"", ""initial_category"": ""脣"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""佳"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""明"", ""rhyme"": ""佳"", ""tone"": ""去"", ""grade"": null, ""openness"": null}","{""initial"": ""明"", ""rhyme"": ""佳"", ""tone"": ""去"", ""grade"": null, ""openness"": null}",1
変,ヘン,ヘン,か・える|か・わる,ヘン,,たいへん,◆これまでとは違ったものになる、また改まる、これまでとは違ったものにする、また改める、まだ元の様子が分かる程度の変化・全体の中の一部だけの変化を指し、全く別のものに変化するのは「化」◆これまでと違う、いつもと違う、おかしい、またその状態、またそのような出来事¶日本や韓国独自の字形、中国では使われていないようである,亠ノ丿Ｉ｜丨亣ハ亦ヌ又夊夂変,夂,亦,35,3,5,8,bian,bian4,b,ian4,4,-n,0,none,1,"[{""word"": ""大変"", ""kana"": ""たいへん""}]",,,,,,,,,0,,,0,,,,,0
夏,カ,カ|ゲ,なつ,,なつ,なつ|なつやすみ,◆多くの異民族の中心にあって栄えた国、中国、また中国の人◆大きくものを覆(おお)うさま、盛んなさま◆現河南省西部・山西省南部周辺の黄河流域一帯を支配したとされる古国名、前21世紀～前17世紀 ◆晋シン代(265年～420年)の古国名、別名「大夏」、407年～431年 ◆宋ソウ代(960年～1279年)の古国名、別名「西夏」、1038年～1227年 ◆四季(春・夏・秋・冬)の第二、陰暦(農暦或いは旧暦ともいう)の四月～六月(新暦では六月～八月),一目自𦣻目ノ又夊夂𡕥夏,夂,𦣻,35,3,7,10,xia,xia4,x,ia4,4,none,0,none,2,"[{""word"": ""夏"", ""kana"": ""なつ""}, {""word"": ""夏休み"", ""kana"": ""なつやすみ""}]",匣,喉,全濁,麻,假,二,開,上,0,,"[{""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": ""二"", ""rhyme"": ""麻"", ""rhyme_category"": ""假"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": ""二"", ""rhyme"": ""麻"", ""rhyme_category"": ""假"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""匣"", ""rhyme"": ""麻"", ""tone"": ""上"", ""grade"": ""二"", ""openness"": ""開""}","{""initial"": ""匣"", ""rhyme"": ""麻"", ""tone"": ""上"", ""grade"": ""二"", ""openness"": ""開""}",1
夕,セキ,セキ|ジャク,ゆう|ゆう・べ,,ゆう|ゆう・べ,ゆうがた|ゆうはん,◆陽が沈み始める頃、日没の頃、日暮れ、傍晚(ボウバン、晚が間近の頃)、陽が沈み切った頃を「晩」◆夜、同「昔」◆「七夕(シチセキ、たなばた)」、陰暦七月七日の夜◆ゆう、ゆうべ、部首名,タ夕,夕,,36,3,0,3,xi,xi1,x,i1,1,none,1,-k,2,"[{""word"": ""夕方"", ""kana"": ""ゆうがた""}, {""word"": ""夕飯"", ""kana"": ""ゆうはん""}]",邪,齒,全濁,清,梗,,開,入,1,ク,"[{""initial"": ""邪"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""清"", ""rhyme_category"": ""梗"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""ク"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""邪"", ""rhyme"": ""清"", ""tone"": ""入"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""邪"", ""rhyme"": ""清"", ""tone"": ""入"", ""grade"": null, ""openness"": ""開""}",1
外,ガイ,ガイ|ゲ|ウイ,そと|ほか|はず・れる|はず・す,ガイ,そと|ほか,かいがい|がいこく|がいこくご|がいこくじん|がいしゅつ|そと|ほか|～いがい,◆そと、範囲・領域・組織や区切り・境界の内(内側、内部)から出たもの、表に出ている(表に面している)もの、見えるところにあるもの、またそのようなところ、逆は「内」◆ほか、他(ほか)、別のもの、別のところ◆はず・れる、ある一定の範囲に含まれない、基準となるものや本来の位置から逸(そ)れる◆自分の家族以外の親族、「外父(ガイフ、妻の父)」「外家(ガイカ、母や妻の実家)」◆[日]はず・す、一部を取る、また除(のぞ)く,タ夕ト卜外,夕,卜,36,3,2,5,wai,wai4,w,ai4,4,none,0,none,8,"[{""word"": ""～以外"", ""kana"": ""～いがい""}, {""word"": ""海外"", ""kana"": ""かいがい""}, {""word"": ""外国"", ""kana"": ""がいこく""}, {""word"": ""外国語"", ""kana"": ""がいこくご""}, {""word"": ""外国人"", ""kana"": ""がいこくじん""}, {""word"": ""外出"", ""kana"": ""がいしゅつ""}, {""word"": ""外"", ""kana"": ""そと""}, {""word"": ""他/外"", ""kana"": ""ほか""}]",疑,牙,次濁,泰,蟹,,合,去,0,,"[{""initial"": ""疑"", ""initial_category"": ""牙"", ""voicing"": ""次濁"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""泰"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
多,タ,タ,おお・い,タ,おお・い,おおい|おおく|たぶん,◆数や度量(ドリョウ、ものの多少・軽重・長短・高低・深浅・強弱など)が、あるべき(必要とする)数や度量より大きい、また余りある、またそれを超えている、少ないのは「少」「寡」◆何層にもなる、何度も繰り返される,タ夕２多,夕,夕,36,3,3,6,duo,duo1,d,uo1,1,none,1,-k,3,"[{""word"": ""多い"", ""kana"": ""おおい""}, {""word"": ""多く"", ""kana"": ""おおく""}, {""word"": ""多分"", ""kana"": ""たぶん""}]",端,舌,全清,歌,果,一,開,平,0,,"[{""initial"": ""端"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": ""一"", ""rhyme"": ""歌"", ""rhyme_category"": ""果"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
夜,ヤ,ヤ,よ|よる,,よ|よる,ゆうべ|よる,◆日没から日の出までの間、陽が沈んで暗い時間帯、日中は「昼」,亠イ亻ノ又夊夂タ夕夜,夕,,36,3,5,8,ye,ye4,y,e4,4,none,1,-k,2,"[{""word"": ""昨夜/さくや"", ""kana"": ""ゆうべ""}, {""word"": ""夜"", ""kana"": ""よる""}]",以,喉,次濁,麻,假,三,開,去,0,,"[{""initial"": ""以"", ""initial_category"": ""喉"", ""voicing"": ""次濁"", ""openness"": ""開"", ""grade"": ""三"", ""rhyme"": ""麻"", ""rhyme_category"": ""假"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
大,タイ,タイ|ダイ|タ|ダ,おお|おお・きい|おお・いに,タイ|ダイ|タ|ダ,おお|おお・きい|おお・いに,おおきい|おおきな|おおぜい|おおみそか|おとな|たいしかん|たいせつ|たいへん|だいがく|だいがくせい|だいきらい|だいじょうぶ|だいすき|だいぶ,◆形・数・量・力・程度などが比較しようとしているもの以上である、求められる(必要とされる、必要な)形・数・量・力・程度などを超(こ)えている、優(すぐ)れる、長い、重い、太い、強い、多い、以下は「小」◆優れているさま、立派なさま◆おお・いに、盛んに、非常に◆だい、部首名,大,大,,37,3,0,3,da,da4,d,a4,4,none,0,none,14,"[{""word"": ""大きい"", ""kana"": ""おおきい""}, {""word"": ""大きな"", ""kana"": ""おおきな""}, {""word"": ""大勢"", ""kana"": ""おおぜい""}, {""word"": ""大晦日"", ""kana"": ""おおみそか""}, {""word"": ""大人"", ""kana"": ""おとな""}, {""word"": ""大学"", ""kana"": ""だいがく""}, {""word"": ""大学生"", ""kana"": ""だいがくせい""}, {""word"": ""大嫌い"", ""kana"": ""だいきらい""}, {""word"": ""大使館"", ""kana"": ""たいしかん""}, {""word"": ""大丈夫"", ""kana"": ""だいじょうぶ""}]",定,舌,全濁,泰,蟹,,開,去,0,,"[{""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""泰"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""定"", ""initial_category"": ""舌"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": ""一"", ""rhyme"": ""歌"", ""rhyme_category"": ""果"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""定"", ""rhyme"": ""泰"", ""tone"": ""去"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""定"", ""rhyme"": ""泰"", ""tone"": ""去"", ""grade"": null, ""openness"": ""開""}",1
天,テン,テン,あま|あめ,テン,,てんき|てんこう|てんぷら,◆軽い陽気が(上に浮き)集まるところ、重い陰気が(下に沈み)集まるところを「地(チ)」、「【說文解字注:土部:地】元气初分輕清陽爲天重濁侌爲地萬物所陳𠛱也…」◆(「地」に対する語で)上にあるもの、頭上高くに広がっているところ、地を広く覆(おお)っているもの◆地に存在する万物を創造・采配するもの◆自然(シゼン)、自然界の動きや働き、自然現象、時(とき)、季節、気候、「天が采配するもの」の意◆(天の命を受けて)人を支配する者,二人大天,大,一,37,3,1,4,tian,tian1,t,ian1,1,-n,0,none,3,"[{""word"": ""天気"", ""kana"": ""てんき""}, {""word"": ""天候"", ""kana"": ""てんこう""}, {""word"": ""天麩羅"", ""kana"": ""てんぷら""}]",透,舌,次清,先,山,,開,平,0,,"[{""initial"": ""透"", ""initial_category"": ""舌"", ""voicing"": ""次清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""先"", ""rhyme_category"": ""山"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
太,タイ,タイ|タ|ダ,ふと・い|ふと・る,,ふと・い|ふと・る,ふとい,◆大きい、同「大」◆甚(はなは)だしい、非常に、極めて、あまりにも～過ぎる、同「泰」、「太」は「泰」の略字◆[日]ふと・い、ふと・る、肥えている、ふっくらとしている,大、丶太,大,丶,37,3,1,4,tai,tai4,t,ai4,4,none,0,none,1,"[{""word"": ""太い"", ""kana"": ""ふとい""}]",透,舌,次清,泰,蟹,,開,去,0,,"[{""initial"": ""透"", ""initial_category"": ""舌"", ""voicing"": ""次清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""泰"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
夫,フ,フ|フウ,おっと|それ,,,じょうぶ|だいじょうぶ,◆成年の男子◆おっと、妻の配偶者、妻が配偶者を呼ぶ語◆それ、言い出しの言葉,二人大夫,大,一,37,3,1,4,fu,fu1,f,u1,1,none,1,-k,2,"[{""word"": ""丈夫"", ""kana"": ""じょうぶ""}, {""word"": ""大丈夫"", ""kana"": ""だいじょうぶ""}]",並,脣,全濁,虞,遇,,,平,0,,"[{""initial"": ""並"", ""initial_category"": ""脣"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""虞"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""幫"", ""initial_category"": ""脣"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""虞"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""呉/漢異"", ""通用""]","{""initial"": ""並"", ""rhyme"": ""虞"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""並"", ""rhyme"": ""虞"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
奥,オウ,オウ|イク|オク,,オク,,おくさん,◆部屋の西南の隅(すみ)、祭礼の際に祭壇を設ける場所で「奥」と呼ばれた、同「隩」、「【儀禮:巻第十六:少牢饋食禮第十六】司宫筵于奥祝設几于筵上右之」◆深く入り込んだ部屋、また場所◆外からは容易に窺(うかが)うことができないところ、深く容易に辿り着けないところ,ノノ冂米大奥,大,,37,3,9,12,ao,ao4,,ao4,4,none,0,none,1,"[{""word"": ""奥さん"", ""kana"": ""おくさん""}]",,,,,,,,,0,,,0,,,,,0
女,ジョ,ジョ|ニョ|ニョウ,おんな|め,ジョ,おんな,おんな|じょせい,◆雌(シ、めす)としての特性を持つ人、男(雄おすとしての特性を持つ人)と対になる性の一方◆娘(むすめ、若い未婚の女性)、既婚は「婦」◆妻(めあ)わせる、嫁(とつ)がせる◆あなた、同「汝」◆弱々しいさま◆二十八宿北方玄武ゲンブの第三宿 ◆おんな、部首名,女,女,,38,3,0,3,nv,nv3,n,v3,3,none,0,none,2,"[{""word"": ""女"", ""kana"": ""おんな""}, {""word"": ""女性"", ""kana"": ""じょせい""}]",孃,舌,次濁,魚,遇,,,上,0,,"[{""initial"": ""孃"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""魚"", ""rhyme_category"": ""遇"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""孃"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""魚"", ""rhyme_category"": ""遇"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""孃"", ""rhyme"": ""魚"", ""tone"": ""上"", ""grade"": null, ""openness"": null}","{""initial"": ""孃"", ""rhyme"": ""魚"", ""tone"": ""上"", ""grade"": null, ""openness"": null}",1
好,コウ,コウ,この・む|す・く|す・き|よ・い|よしみ,,す・く|す・き,いい|すき|だいすき,◆自分にとって快く受け入れることができること(事・言)やもの(物・者)、その逆が「悪」、「好悪(コウオ)」◆良い、善(よ)い、心地良い、丁度良い、勝手(かって、都合や利便)が良い、状態が良い、「良好(リョウコウ)」◆(相手の言動を受け入れ了承・同意の意で)良い、宜(よろ)しい◆容姿が良い、美しい、愛(あい)らしい◆愛する、可愛(かわい)がる、気に入る◆(互いに相手を受け入れて)仲が良い、またそのような関係、「友好(ユウコウ)」◆中央に孔(あな)のあいた輪状の玉器(璧ヘキ・環カン・瑗エンなど)の孔 ,女子好,女,子,38,3,3,6,hao,hao3,h,ao3,3,none,0,none,3,"[{""word"": ""好い/良い"", ""kana"": ""いい""}, {""word"": ""好き"", ""kana"": ""すき""}, {""word"": ""大好き"", ""kana"": ""だいすき""}]",曉,喉,全清,豪,效,,,上,0,,"[{""initial"": ""曉"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""豪"", ""rhyme_category"": ""效"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""曉"", ""initial_category"": ""喉"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""豪"", ""rhyme_category"": ""效"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
如,ジョ,ジョ|ニョ,ごと・く|し・く,,,いかが,◆ごと・く、～のよう、～と程度や様子が同じよう、～と同じと言ってよい◆し・く、及ぶ、至る、届く、「同様、同程度」の意,女口如,女,口,38,3,3,6,ru,ru2,r,u2,2,none,1,-k,1,"[{""word"": ""如何"", ""kana"": ""いかが""}]",日,齒,次濁,魚,遇,,,平,0,,"[{""initial"": ""日"", ""initial_category"": ""齒"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""魚"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""日"", ""initial_category"": ""齒"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""魚"", ""rhyme_category"": ""遇"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""日"", ""rhyme"": ""魚"", ""tone"": ""平"", ""grade"": null, ""openness"": null}","{""initial"": ""日"", ""rhyme"": ""魚"", ""tone"": ""平"", ""grade"": null, ""openness"": null}",1
妹,バイ,バイ|マイ|メ,いもうと|いも,,いもうと|いも,いもうと,◆同じ父母・父・母から生まれた自分よりも年下の女子、自分よりも年上の女子は「姉(シ、あね)」◆自分よりも(やや)年下の女子に対する呼称、親戚の中で自分よりも年下の女子,女二木未妹,女,未,38,3,5,8,mei,mei4,m,ei4,4,none,0,none,1,"[{""word"": ""妹"", ""kana"": ""いもうと""}]",明,脣,次濁,灰,蟹,,,去,0,,"[{""initial"": ""明"", ""initial_category"": ""脣"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""灰"", ""rhyme_category"": ""蟹"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""明"", ""rhyme"": ""灰"", ""tone"": ""去"", ""grade"": null, ""openness"": null}","{""initial"": ""明"", ""rhyme"": ""灰"", ""tone"": ""去"", ""grade"": null, ""openness"": null}",1
